path,current Git state,classification,canonical owner,referenced by,include in Git yes/no,reason,secret scan result,duplicate check,intended commit group
backend/app/modules/product_content/schemas.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/completion.py; backend/app/modules/product_content/configuration_service.py; backend/app/modules/product_content/library_service.py; backend/app/modules/product_content/prompt_service.py; backend/app/modules/product_content/query_services.py; backend/app/modules/product_content/reference_service.py; backend/app/modules/product_content/revision_service.py; backend/app/modules/product_content/routers/content_types.py; backend/app/modules/product_content/routers/documents.py; backend/app/modules/product_content/routers/landing_pages.py; backend/app/modules/product_content/routers/languages.py; backend/app/modules/product_content/routers/library.py; backend/app/modules/product_content/routers/preview.py; backend/app/modules/product_content/routers/product_content.py; backend/app/modules/product_content/routers/prompts.py; backend/app/modules/product_content/routers/scoring.py; backend/app/modules/product_content/routers/seo.py; backend/app/modules/product_content/routers/templates.py; backend/app/modules/product_content/routers/videos.py; backend/app/modules/product_content/template_service.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_postgres_integration.py; backend/tests/test_product_content_revision_critical_paths.py; backend/tests/test_request_boundary_completion.py,yes,production application source,CLEAN,UNIQUE sha256:498c0c72288fc57a,04-product-content
backend/app/modules/product_content/scoring_repository.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/repositories.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:4ba2aaf289cf91c0,04-product-content
backend/app/modules/product_content/security.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/completion.py; backend/tests/test_product_content_quality.py,yes,production application source,CLEAN,UNIQUE sha256:c98471e995142528,04-product-content
backend/app/modules/product_content/service.py,tracked: clean,A,backend application: product_content,Python package discovery and Docker application image,yes,production application source,CLEAN,UNIQUE sha256:485070b746bdb017,04-product-content
backend/app/modules/product_content/service_support.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/configuration_service.py; backend/app/modules/product_content/library_service.py; backend/app/modules/product_content/prompt_service.py; backend/app/modules/product_content/reference_service.py; backend/app/modules/product_content/revision_service.py; backend/app/modules/product_content/services.py; backend/app/modules/product_content/template_service.py,yes,production application source,CLEAN,UNIQUE sha256:86da888ef38a42e0,04-product-content
backend/app/modules/product_content/services.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/query_services.py; backend/app/modules/product_content/routers/content_types.py; backend/app/modules/product_content/routers/documents.py; backend/app/modules/product_content/routers/landing_pages.py; backend/app/modules/product_content/routers/languages.py; backend/app/modules/product_content/routers/library.py; backend/app/modules/product_content/routers/product_content.py; backend/app/modules/product_content/routers/prompts.py; backend/app/modules/product_content/routers/scoring.py; backend/app/modules/product_content/routers/seo.py; backend/app/modules/product_content/routers/templates.py; backend/app/modules/product_content/routers/usage.py; backend/app/modules/product_content/routers/videos.py; backend/app/modules/product_content/service.py; backend/tests/test_product_content_decomposition.py; backend/tests/test_product_content_postgres_integration.py,yes,production application source,CLEAN,UNIQUE sha256:2114eacf033a3d82,04-product-content
backend/app/modules/product_content/template_service.py,tracked: clean,A,backend application: product_content,backend/app/modules/product_content/services.py; backend/tests/test_product_content_concurrency_matrix.py; backend/tests/test_product_content_decomposition.py,yes,production application source,CLEAN,UNIQUE sha256:396c52e8322dde7b,04-product-content
backend/mypy-baseline.json,tracked: clean,G,static typing verification procedure,contract or release verification gate,yes,deterministically generated release or contract artifact,CLEAN,UNIQUE sha256:00f88146361f57d0,09-build-and-cross-platform-environment
backend/pyproject.toml,tracked: clean,E,repository and build configuration,"Git, Docker, Python, or VS Code tooling",yes,"required repository, build, or development configuration",CLEAN,UNIQUE sha256:9345f45e04dc9207,09-build-and-cross-platform-environment
backend/requirements.lock,tracked: clean,E,repository and build configuration,"Git, Docker, Python, or VS Code tooling",yes,"required repository, build, or development configuration",CLEAN,UNIQUE sha256:6dc94a09053d4143,09-build-and-cross-platform-environment
backend/scripts/benchmark_cursor_pagination.py,tracked: clean,D,release and performance engineering,developer and release procedures,yes,maintained benchmark or release script,CLEAN,UNIQUE sha256:b3c3afaa77853c08,08-benchmarks-and-contract-generators
backend/scripts/benchmark_resolved_attributes.py,tracked: clean,D,release and performance engineering,developer and release procedures,yes,maintained benchmark or release script,CLEAN,UNIQUE sha256:dee28d57fd365fa7,08-benchmarks-and-contract-generators
backend/scripts/benchmark_worker_throughput.py,tracked: clean,D,release and performance engineering,developer and release procedures,yes,maintained benchmark or release script,CLEAN,UNIQUE sha256:34a360e5b2e488f5,08-benchmarks-and-contract-generators
backend/scripts/generate_contract_reports.py,tracked: clean,D,release and performance engineering,backend/tests/test_contract_report_generation.py; backend/tests/test_request_boundary_completion.py,yes,maintained benchmark or release script,CLEAN,UNIQUE sha256:32d0963fcd643e63,08-benchmarks-and-contract-generators
backend/scripts/generate_release_inventory.py,tracked: clean,D,release and performance engineering,backend/tests/test_release_inventory_generator.py,yes,maintained benchmark or release script,CLEAN,UNIQUE sha256:9c38eded96c1e4cf,08-benchmarks-and-contract-generators
backend/scripts/seed_final_benchmark.sql,tracked: clean,D,release and performance engineering,developer and release procedures,yes,maintained benchmark or release script,CLEAN,UNIQUE sha256:e3ea467229d0efba,08-benchmarks-and-contract-generators
backend/tests/__init__.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,INTENTIONAL_EMPTY_PACKAGE_MARKER,07-tests
backend/tests/test_api_contract_matrix.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:91df1033c298bda5,07-tests
backend/tests/test_attribute_concurrency_matrix.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:credential-url,UNIQUE sha256:85b3b4e79dfc2ed3,07-tests
backend/tests/test_attribute_mutation_critical_paths.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:56c57865c87f212e,07-tests
backend/tests/test_attribute_platform_completion.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:dd9ec17f3a49d870,07-tests
backend/tests/test_attribute_platform_decomposition.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:3b4837070a7900ce,07-tests
backend/tests/test_catalog_critical_paths.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:6a0e16bbaf291d91,07-tests
backend/tests/test_catalog_crud.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:e8b9cd095e849da2,07-tests
backend/tests/test_catalog_decomposition.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:af6c36529e50cc8e,07-tests
backend/tests/test_catalog_transactions.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:0bc734dca819ae63,07-tests
backend/tests/test_catalog_unit.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:0cbe5f25b2f21a0d,07-tests
backend/tests/test_contract_report_generation.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:d70e57720f2b4889,07-tests
backend/tests/test_database_failure_injection.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:credential-url,UNIQUE sha256:84aafdff66f091db,07-tests
backend/tests/test_execution_api.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:544af963a98b3237,07-tests
backend/tests/test_execution_concurrency_matrix.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:credential-url,UNIQUE sha256:a068ecc3cf8046d0,07-tests
backend/tests/test_execution_postgres_integration.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:credential-url,UNIQUE sha256:0392a172f1b1c0c2,07-tests
backend/tests/test_execution_unit.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:6fbf0f33e69b641d,07-tests
backend/tests/test_execution_worker.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:36008a1a495667bc,07-tests
backend/tests/test_health.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:ac38a97eeca3176e,07-tests
backend/tests/test_inventory_concurrency_matrix.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:ff02551862d22f4b,07-tests
backend/tests/test_inventory_crud.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:9764bb22c1812f6f,07-tests
backend/tests/test_inventory_decomposition.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:7650e9da0b325b04,07-tests
backend/tests/test_inventory_movements.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:ef3086a77c067366,07-tests
backend/tests/test_inventory_reservation_critical_paths.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:ac332e832493739f,07-tests
backend/tests/test_inventory_reservations.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:6818657133f18d4d,07-tests
backend/tests/test_inventory_transactions.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:404a719a212e2ea9,07-tests
backend/tests/test_keyset_list_pagination.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:178e0a9c3486cb3d,07-tests
backend/tests/test_module_boundaries.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:d78eed33beb2f7cd,07-tests
backend/tests/test_optimistic_concurrency.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:50fcf776002bf323,07-tests
backend/tests/test_product_attribute_decomposition.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:3a5e677bced4bcc6,07-tests
backend/tests/test_product_attribute_system.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:80ebfd00291ad154,07-tests
backend/tests/test_product_content_boundaries.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:c2e94fad157f5f15,07-tests
backend/tests/test_product_content_completion.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:196b0cddf575e805,07-tests
backend/tests/test_product_content_concurrency_matrix.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:credential-url,UNIQUE sha256:2a926bf6799709d4,07-tests
backend/tests/test_product_content_decomposition.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:35b699167fecc80b,07-tests
backend/tests/test_product_content_openapi_contract.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:181cb11757720f90,07-tests
backend/tests/test_product_content_platform.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:822119fca387ec63,07-tests
backend/tests/test_product_content_postgres_integration.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:credential-url,UNIQUE sha256:bfbaf8d8829139e0,07-tests
backend/tests/test_product_content_quality.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:0c4a04cefb957917,07-tests
backend/tests/test_product_content_revision_critical_paths.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:e26c147799dc4f36,07-tests
backend/tests/test_rate_limit_redis.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:bearer-token,UNIQUE sha256:36d422665bed5f63,07-tests
backend/tests/test_release_inventory_generator.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,"SYNTHETIC_TEST_LITERAL_ONLY:bearer-token,credential-url,literal-credential,private-key",UNIQUE sha256:1448116c64f684df,07-tests
backend/tests/test_remaining_list_pagination.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:59d072462f7f7f35,07-tests
backend/tests/test_request_boundary_completion.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:bd7b2b220e563b2c,07-tests
backend/tests/test_resolved_attribute_pagination.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:9a0ad03a050c7a74,07-tests
backend/tests/test_security_completion.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:credential-url,UNIQUE sha256:a031d4fe2e8694b6,07-tests
backend/tests/test_security_foundation.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:credential-url,UNIQUE sha256:a2dabf306442b077,07-tests
backend/tests/test_security_observability.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,SYNTHETIC_TEST_LITERAL_ONLY:bearer-token,UNIQUE sha256:c59499bd1b5ac2a1,07-tests
backend/tests/test_static_baseline.py,tracked: clean,C,pytest regression suite,pytest automatic discovery,yes,collected pytest source,CLEAN,UNIQUE sha256:00f41bd550350560,07-tests
database_design.md,tracked: clean,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:beab0bc80d969529,10-documentation-and-release-evidence
design_decisions_risks.md,tracked: clean,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:9287456d625ee14d,10-documentation-and-release-evidence
docker-compose.multi-instance.yml,tracked: clean,E,repository and build configuration,"Git, Docker, Python, or VS Code tooling",yes,"required repository, build, or development configuration",CLEAN,UNIQUE sha256:932b837badfcf68a,09-build-and-cross-platform-environment
docker-compose.yml,tracked: clean,E,repository and build configuration,"Git, Docker, Python, or VS Code tooling",yes,"required repository, build, or development configuration",CLEAN,UNIQUE sha256:94b8de5e80a1c56f,09-build-and-cross-platform-environment
docs/01_vision.md,tracked: clean,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:65e689b80cf4ace0,10-documentation-and-release-evidence
docs/02_database.md,tracked: clean,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:4f98fc3afda8b20d,10-documentation-and-release-evidence
docs/03_admin_panel.md,tracked: clean,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:6526166142792e53,10-documentation-and-release-evidence
docs/04_ai_engine.md,tracked: clean,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:537b28918b49a75d,10-documentation-and-release-evidence
docs/05_import_engine.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:77799584b023c3f6,10-documentation-and-release-evidence
docs/06_pricing_engine.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:6e5ce925f1743773,10-documentation-and-release-evidence
docs/07_workflows.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:bc18d35f7b09559d,10-documentation-and-release-evidence
docs/08_api.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:9bfdf383360da934,10-documentation-and-release-evidence
docs/09_deployment.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:cd3e193264448808,10-documentation-and-release-evidence
docs/architecture/architecture-exceptions.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:ca2e4012033b962a,10-documentation-and-release-evidence
docs/architecture/attribute-orchestration.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:f2547c52730c2b3d,10-documentation-and-release-evidence
docs/architecture/cache-strategy.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:0c0eebf6d737c92a,10-documentation-and-release-evidence
docs/architecture/cursor-pagination.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:83454428236a1459,10-documentation-and-release-evidence
docs/architecture/execution-state-machine.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:4618149fc5a30cb8,10-documentation-and-release-evidence
docs/architecture/execution-worker-leases.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:9ef89f0b9f68a657,10-documentation-and-release-evidence
docs/architecture/foundation-freeze-policy.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:9379a30db7ada6df,10-documentation-and-release-evidence
docs/architecture/horizontal-scaling.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:147848bceef7d550,10-documentation-and-release-evidence
docs/architecture/inventory-transactions.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:d1709868fdb35c3f,10-documentation-and-release-evidence
docs/architecture/module-boundaries.md,tracked: clean,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:859d505d08b0c591,10-documentation-and-release-evidence
docs/architecture/platform-foundation.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:002d227df1469d2e,10-documentation-and-release-evidence
docs/architecture/product-attribute-system.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:cd4941ed3f66e6b0,10-documentation-and-release-evidence
docs/architecture/product-content-platform.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:a387540fb0e19121,10-documentation-and-release-evidence
docs/architecture/product-content-revisions.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:a17ad8fa5f3849e6,10-documentation-and-release-evidence
docs/architecture/security-architecture.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:5857ac7f321ef7f7,10-documentation-and-release-evidence
docs/architecture/service-decomposition.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:bc4d7751d09f73ed,10-documentation-and-release-evidence
docs/audits/api-operation-matrix.json,untracked,G,backend/scripts/generate_contract_reports.py,contract or release verification gate,yes,deterministically generated release or contract artifact,CLEAN,UNIQUE sha256:7b605ae647db3062,08-benchmarks-and-contract-generators
docs/audits/final-git-file-classification.csv,untracked,G,backend/scripts/generate_release_inventory.py,release procedure and final release review,yes,deterministically generated release or contract artifact,CLEAN_GENERATED_FROM_REDACTED_DATA,GENERATED_OUTPUT_SELF_REFERENCE,10-documentation-and-release-evidence
docs/audits/final-validation-working-tree-inventory.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:2e593892a8b2ffab,10-documentation-and-release-evidence
docs/audits/foundation-hardening-final-report.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:d99d51165c5f8b67,10-documentation-and-release-evidence
docs/audits/foundation-hardening-prechange-findings.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:4346f38b6b9448fb,10-documentation-and-release-evidence
docs/audits/full-project-audit.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:23dcc92ee08aecbf,10-documentation-and-release-evidence
docs/audits/high-risk-request-boundaries.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:a38d5b9068ca7dfe,10-documentation-and-release-evidence
docs/audits/openapi-normalized.json,untracked,G,backend/scripts/generate_contract_reports.py,contract or release verification gate,yes,deterministically generated release or contract artifact,CLEAN,UNIQUE sha256:d76c859198c354dc,08-benchmarks-and-contract-generators
docs/audits/platform-completion-final-report.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:7860342e34e6c0c7,10-documentation-and-release-evidence
docs/audits/platform-final-prechange-map.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:ffe5cfa9baf5f88f,10-documentation-and-release-evidence
docs/audits/platform-maturity-final-report.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:17dc72952bd6313b,10-documentation-and-release-evidence
docs/audits/post-freeze-pre-git-checkpoint.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:a9a76a3cfe5a3450,10-documentation-and-release-evidence
docs/audits/post-freeze-repository-release-final-report.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:696d4e8fe5fb40ea,10-documentation-and-release-evidence
docs/audits/product-attribute-system-implementation.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:13553cc93098f9e5,10-documentation-and-release-evidence
docs/audits/product-content-final-closure-audit.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:a6f5bb00f9e1f08e,10-documentation-and-release-evidence
docs/audits/product-content-platform-implementation.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:03f5d5d4d5ee36cd,10-documentation-and-release-evidence
docs/audits/repository-cleanup-report.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:310208ca9f0c71ed,10-documentation-and-release-evidence
docs/audits/repository-health-stabilization.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:604db39780a902c4,10-documentation-and-release-evidence
docs/audits/request-boundary-inventory.json,untracked,G,backend/scripts/generate_contract_reports.py,contract or release verification gate,yes,deterministically generated release or contract artifact,CLEAN,UNIQUE sha256:7e41b9d6041f2646,08-benchmarks-and-contract-generators
docs/development/local-setup.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:eec5e533c3467ca1,10-documentation-and-release-evidence
docs/operations/cross-platform-python-environment.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:3ffc5655c262046d,10-documentation-and-release-evidence
docs/operations/dependency-management.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:0779f3698c958bde,10-documentation-and-release-evidence
docs/operations/developer-onboarding.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:1f49bea437365ee4,10-documentation-and-release-evidence
docs/operations/migrations.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:cdf33c23b0076210,10-documentation-and-release-evidence
docs/operations/observability.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:af40d71c7b3099a6,10-documentation-and-release-evidence
docs/operations/performance-budgets.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:743224e5c393c865,10-documentation-and-release-evidence
docs/operations/python-dependency-inventory.csv,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:86039567f054f835,10-documentation-and-release-evidence
docs/operations/recovery-procedures.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:81d57d12de45aafa,10-documentation-and-release-evidence
docs/operations/release-procedure.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:301bce99102f2a82,10-documentation-and-release-evidence
docs/operations/testing-strategy.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:df81e26065cd389f,10-documentation-and-release-evidence
docs/roadmap.md,tracked: unstaged changes,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:4616b093dab4ea6f,10-documentation-and-release-evidence
docs/security/api-authorization-matrix.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:1903e204d2cd6fc9,10-documentation-and-release-evidence
docs/security/dependency-advisory-report.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:5c0f42e4b572bf74,10-documentation-and-release-evidence
docs/security/production-configuration.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:3326c74bbf35ff6c,10-documentation-and-release-evidence
docs/security/rate-limiting.md,untracked,F,project documentation,"developer, operator, and architecture review",yes,"maintained architecture, security, or operations documentation",CLEAN,UNIQUE sha256:9983db3d3dc54546,10-documentation-and-release-evidence
docs/security/secret-scan-report.md,untracked,G,backend/scripts/generate_release_inventory.py,release procedure and final release review,yes,deterministically generated release or contract artifact,CLEAN_GENERATED_FROM_REDACTED_DATA,GENERATED_OUTPUT_SELF_REFERENCE,10-documentation-and-release-evidence
